,formatted_address,latitude,longitude,input_string,number_of_results,status,accuracy,google_place_id,type,postcode
4941,"Ahvaz, Khuzestan Province, Iran",31.3183272,48.6706187,"Ahvaz, on the Karun River",1,OK,,,,
4942,"Ahvaz, Khuzestan Province, Iran",31.3183272,48.6706187,"Ahvaz, on the Karun River",1,OK,,,,
4943,"Ahvaz, Khuzestan Province, Iran",31.3183272,48.6706187,"Ahvaz, on the Karun River",1,OK,,,,
4944,"Rigo, Papua New Guinea",-9.7921909,147.825395,"Gaire Village, between Rigo & Port Moresby",1,OK,,,,
4945,"Stockton Beach, New South Wales, Australia",-32.8054122,151.9608991,"Stockton Beach, Newcastle",1,OK,,,,
4946,"Amanzimtoti, 4126, South Africa",-30.04999999999999,30.8894,"Inyoni Rocks, South Coast",1,OK,,,,
4947,"Double Bluff Beach and Off Leash Area, 6378 S Double Bluff Rd, Freeland, WA 98249, USA",47.9818592,-122.5141534,Double Island Beach,1,OK,,,,
4948,"5184 E Industrial Rd Suite B, Coffeyville, KS 67337, USA",37.0929586,-95.5828336,Darwin,10,OK,,,,
4949,"Otoque Island, Panama",8.6,-79.6,Otoque Island,1,OK,,,,
4950,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Beach, Charleston County",1,OK,,,,
4951,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Beach, Charleston County",1,OK,,,,
4952,"Holden Beach, NC 28462, USA",33.9135061,-78.3038892,"Holden Beach, Brunswick County",1,OK,,,,
4953,"2 Webb Rd, Winklespruit, Amanzimtoti, 4126, South Africa",-30.097506,30.854459,"Danger Pool, Winkelspruit, South Coast",1,OK,,,,
4954,"Gerringong NSW 2534, Australia",-34.7391385,150.8249873,Gerringong,1,OK,,,,
4955,"Amanzimtoti, 4126, South Africa",-30.04999999999999,30.8894,"Inyoni Rocks, South Coast",1,OK,,,,
4956,"Port Jackson Bay, New South Wales, Australia",-33.8462182,151.2488616,Sydney Harbour,1,OK,,,,
4957,"Brighton-Le-Sands NSW 2216, Australia",-33.9590873,151.1520593,"North Brighton, Botany Bay",1,OK,,,,
4958,"Brisbane River, Queensland, Australia",-26.8951068,152.318608,Brisbane River,1,OK,,,,
4959,"Brighton-Le-Sands NSW 2216, Australia",-33.9590873,151.1520593,"North Brighton, Botany Bay",1,OK,,,,
4960,"Surfers Paradise QLD 4217, Australia",-28.0,153.416667,"Surfers Paradise, near Southport",1,OK,,,,
4961,"Maude Rd, Warner Beach, Durban, 4126, South Africa",-30.0839318,30.8654206,"Warner Beach, South Coast",1,OK,,,,
4962,"Great Barrier Reef, QLD, Australia",-18.2870668,147.6991918,"Malagil, Barrier Reef",1,OK,,,,
4963,"6000 Koper, Slovenia",45.54805899999999,13.7301877,Koper,1,OK,,,,
4964,"Misima Island, Papua New Guinea",-10.6702761,152.7206315,"Bagalina, North coast Misima Island",1,OK,,,,
4965,"Kerema, Papua New Guinea",-7.963738299999999,145.7717353,Kerema ,1,OK,,,,
4966,"Kidd`s Beach, 5264, South Africa",-33.1519515,27.694816,Kidd's Beach,1,OK,,,,
4967,"Winklespruit, Kingsburgh, 4126, South Africa",-30.1046546,30.8527655,Winkelspruit,1,OK,,,,
4968,"Oriole Rd, Port Alfred, 6170, South Africa",-33.6028272,26.896431,"Kowie River Mouth, Port Alfred",2,OK,,,,
4969,"Cabramatta Creek, New South Wales, Australia",-33.9224412,150.9010938,"Cabramatta Creek, George’s River ",1,OK,,,,
4970,"Mackay QLD 4740, Australia",-21.1424956,149.1821469,"Rubbish Dump Creek, Mackay",1,OK,,,,
4971,"Wollongong NSW 2500, Australia",-34.4278121,150.8930607,Wollongong,1,OK,,,,
4972,"Maroubra NSW 2035, Australia",-33.9495,151.2437,Maroubra,1,OK,,,,
4973,"Wollongong NSW 2500, Australia",-34.4278121,150.8930607,Wollongong,1,OK,,,,
4974,"Wollongong NSW 2500, Australia",-34.4278121,150.8930607,Wollongong,1,OK,,,,
4975,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4976,"Portland, OR, USA",45.5051064,-122.6750261,Near Restoration Rock off Portland Roads ,1,OK,,,,
4977,"Kaneohe Bay Dr, MCBH, HI, USA",21.4278523,-157.7578419,"Kane'ohe Bay, Mokapu, O'ahu",1,OK,,,,
4978,"Mabuiag Island, Queensland 4875, Australia",-9.9553248,142.1832671,Near Mabuiag Island,1,OK,,,,
4979,"San Pedro, Los Angeles, CA, USA",33.7360619,-118.2922461,"Off San Pedro, Los Angeles County",1,OK,,,,
4980,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4981,"Blue Hole Park, 158 N4470, Salina, OK 74365, USA",36.3027704,-95.0471836,Blue Hole,1,OK,,,,
4982,,,,"West Bay, 19 miles from Galveston",0,ZERO_RESULTS,,,,
4983,"Cape Henry, Virginia Beach, VA, USA",36.9315359,-76.01993139999999,"At sea, several hundred miles south east of Cape Henry, Virginia",1,OK,,,,
4984,"Bulolo, Papua New Guinea",-7.203579500000001,146.6401634,Bulolol,1,OK,,,,
4985,"Port Moresby, Papua New Guinea",-9.443800399999999,147.1802671,Port Moresby,1,OK,,,,
4986,"Chennai, Tamil Nadu, India",13.0826802,80.2707184, Chennai (formerly Madras),1,OK,,,,
4987,"Matakana River, Auckland 0985, New Zealand",-36.35514149999999,174.7194651,Matakana River Mouth,1,OK,,,,
4988,"Clarence River, New South Wales, Australia",-29.4612304,153.1463819,Clarence River,1,OK,,,,
4989,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4990,,,,Middle Bight,0,ZERO_RESULTS,,,,
4991,"Puerto Cabello 2050, Carabobo, Venezuela",10.4625213,-68.01696369999999,"El Falito, near Puerto Cabello",1,OK,,,,
4992,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4993,,,,Aroma Passage,0,ZERO_RESULTS,,,,
4994,"North Beach, Mylestom NSW 2454, Australia",-30.4648431,153.0473211,"North Beach, Belligen River",1,OK,,,,
4995,"Wynnum QLD 4178, Australia",-27.443694,153.173618,Between Wynnum & St. Helena Island,1,OK,,,,
4996,"Macau (Outer Harbour), Macao",22.198105,113.560594,"Outer harbor, Hong Kong",1,OK,,,,
4997,"Encino, Los Angeles, CA, USA",34.1517492,-118.5214282,"Near Encino, Los Angeles County",1,OK,,,,
4998,"Charleston, SC, USA",32.7764749,-79.93105120000001,Charleston,1,OK,,,,
4999,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5000,"Dana Point, CA, USA",33.4672256,-117.6981014,"Dana Point, Orange County",1,OK,,,,
5001,"Bathurst Island, Baffin, Unorganized, NU, Canada",75.7276632,-99.0941229,Off Bathurst Island,1,OK,,,,
5002,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5003,"Manly NSW 2095, Australia",-33.8060158,151.2947775,Manly,2,OK,,,,
5004,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5005,,,,"Ashar Canal, where people wash clothes & kitchen pans",0,ZERO_RESULTS,,,,
5006,"Budge Budge, Kolkata, West Bengal, India",22.4699781,88.1645697,Hooghley River near Budge-Budge,1,OK,,,,
5007,"Sigatoka River, Fiji",-18.1721247,177.516709,Singatoka River,1,OK,,,,
5008,"Tue Brook, Liverpool L9, UK",53.4639794,-2.9438033,Liverpool River,1,OK,,,,
5009,"Tweed Heads NSW, Australia",-28.1786656,153.5370011,Tweed Heads,1,OK,,,,
5010,"79 Signal Rd, Point, Durban, 4001, South Africa",-29.871602,31.05245649999999,"Vetch’s Pier, Durban",1,OK,,,,
5011,"Wolseley Rd, Point Piper NSW 2027, Australia",-33.8650295,151.2533008,"Lady Martin’s Beach, Sydney Harbor",1,OK,,,,
5012,"Cronulla NSW 2230, Australia",-34.05744,151.15219,Cronulla,1,OK,,,,
5013,"Marsa Matruh, Mersa Matruh, Matrouh Governorate, Egypt",31.3543445,27.2373159,Mersa Matruh,1,OK,,,,
5014,"St Andrew, Couva, Trinidad and Tobago",10.417847,-61.4661665,"Manzanilla Bay, St. Andrew County",1,OK,,,,
5015,"6726 Netherlands Dr #1200, Wilmington, NC 28405, USA",34.2609429,-77.8358762,On one of the sounds near Wilmington,1,OK,,,,
5016,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5017,"Bilanhlolo, South Africa",-30.8665352,30.3317386,"Bilanhlolo River Mouth, Ramsgate",2,OK,,,,
5018,"Cape Hatteras, Hatteras, NC, USA",35.24804,-75.5393155,Off Cape Hatteraa,1,OK,,,,
5019,,,,Ota Reef,0,ZERO_RESULTS,,,,
5020,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5021,"North Kirra Beach, Queensland, Australia",-28.1626386,153.5190206,"Kirra Beach, Coolangatta",2,OK,,,,
5022,"North Kirra Beach, Queensland, Australia",-28.1626386,153.5190206,"Kirra Beach, Coolangatta",2,OK,,,,
5023,"Byron Bay NSW 2481, Australia",-28.6473671,153.601977,Byron Bay ,1,OK,,,,
5024,"Byron Bay NSW 2481, Australia",-28.6473671,153.601977,Byron Bay ,1,OK,,,,
5025,"9417 Princess Palm Ave, Tampa, FL 33619, USA",27.9793253,-82.3425539,Bisk,1,OK,,,,
5026,"Isle of Arran, UK",55.5806165,-5.2108573,Arran,1,OK,,,,
5027,"1919 Blake St, Denver, CO 80202, USA",39.75392920000001,-104.995468,Fallen Rocks,1,OK,,,,
5028,"Carradale Bay, United Kingdom",55.5764824,-5.477549799999999,"Carradale Bay, Kintyre Peninsula",1,OK,,,,
5029,"Mabuiag Island, Queensland 4875, Australia",-9.9553248,142.1832671,"Mabuiag Island, between New Guinea & Australia",1,OK,,,,
5030,"İstanbul, Turkey",41.0082376,28.9783589,Istanbul,1,OK,,,,
5031,"Limon Bay, Colón, Panama",9.3459223,-79.9304633,Limon Bay,1,OK,,,,
5032,"Elcho Island, Northern Territory 0822, Australia",-11.9768288,135.6952715,Elcho Island,1,OK,,,,
5033,"17022 Borgio Verezzi, Province of Savona, Italy",44.1597284,8.3074754,Borgeo Verezzi,1,OK,,,,
5034,"Thessaloniki, Greece",40.6400629,22.9444191,Salonika?,1,OK,,,,
5035,"99 Aquatic Rd, Darawank NSW 2428, Australia",-32.098844,152.46986,"Wallamba River, near entrance to Wallis Lake",1,OK,,,,
5036,"Galveston, TX, USA",29.3013479,-94.7976958,Galveston,1,OK,,,,
5037,"Galveston, TX, USA",29.3013479,-94.7976958,Galveston,1,OK,,,,
5038,"Ross River, Queensland, Australia",-19.4006854,146.7329811,"Ross River, Townsville",1,OK,,,,
5039,"Cronulla NSW 2230, Australia",-34.05744,151.15219,South Cronulla,1,OK,,,,
5040,"Port Melbourne VIC 3207, Australia",-37.8332233,144.9124697,Port Melbourne,1,OK,,,,
5041,"Bar Beach NSW 2300, Australia",-32.94,151.767778,"Bar Beach, Newcastle",1,OK,,,,
5042,"Kempsey NSW 2440, Australia",-31.0604769,152.8481977,Kempsey,1,OK,,,,
5043,"1757 Alexandria Dr, Lexington, KY 40504, USA",38.0389417,-84.5525502, Botany Bay ,1,OK,,,,
5044,"Moreton Island, Queensland, Australia",-27.0873207,153.4154233,Moreton Island,2,OK,,,,
5045,"Port Germein SA 5495, Australia",-33.0219965,138.0016436,Port Germein,1,OK,,,,
5046,"Milton NSW 2538, Australia",-35.3193792,150.4390623,"Lake Conjola, near Milton",1,OK,,,,
5047,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5048,"Honokohau, HI 96793, USA",21.0188889,-156.6113889,"Honokohau, Maui",1,OK,,,,
5049,"Brisbane River, Queensland, Australia",-26.8951068,152.318608,Brisbane River,1,OK,,,,
5050,"4-8 South Promenade, Newcastle BT33 0EX, UK",54.2000031,-5.8895762,Newcastle Harbor,1,OK,,,,
5051,"Throsby Creek, New South Wales, Australia",-32.9119099,151.7504482,"Throsby Creek, Newcastle",1,OK,,,,
5052,"Mordialloc VIC 3195, Australia",-37.9995418,145.0940302,Mordialloc,1,OK,,,,
5053,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Near Thursday Island,1,OK,,,,
5054,"Ho Chi Minh City, Vietnam",10.8230989,106.6296638,Saigon,1,OK,,,,
5055,"Lahaina, HI, USA",20.8783333,-156.6825,"Lahaina, Maui",1,OK,,,,
5056,"Mabuiag Island, Queensland 4875, Australia",-9.9553248,142.1832671,Near Mabuiag Island,1,OK,,,,
5057,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5058,Georges Bank,40.8154921,-68.52471489999999,Georges Bank,1,OK,,,,
5059,"Bathurst Island, Baffin, Unorganized, NU, Canada",75.7276632,-99.0941229,Bathurst Island,1,OK,,,,
5060,"Frisco, NC 27936, USA",35.2298559,-75.63248759999999,"Pamlico Sound off Frisco, Dare County",1,OK,,,,
5061,"Hollywoods Beach, Mattapoisett, MA, USA",41.6559385,-70.7575341,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",2,OK,,,,
5062,"220 Ocean Ave, Long Branch, NJ 07740, USA",40.2977286,-73.9798812,"Long Branch, Monmouth County (offshore)",1,OK,,,,
5063,"Nepean Island, 2899, Norfolk Island",-29.0714969,167.9642282,Off Nepean Island,1,OK,,,,
5064,"Cape Point, Cape Peninsula, Cape Town, South Africa",-34.35668709999999,18.4967666,Cape Point,1,OK,,,,
5065,"Nepean Island, 2899, Norfolk Island",-29.0714969,167.9642282,Nepean Island,1,OK,,,,
5066,"Boca Ciega Bay, Florida, USA",27.7926967,-82.7657265,"Boca Ciega Bay, Pinellas County",1,OK,,,,
5067,"Arlington Reef, 4805, Australia",-16.6882729,146.0357725,Arlington Reef near Cairns,1,OK,,,,
5068,"Arlington Reef, 4805, Australia",-16.6882729,146.0357725,Arlington Reef near Cairns,1,OK,,,,
5069,"Miami, FL, USA",25.7616798,-80.1917902,"Miami, Miami-Date County",1,OK,,,,
5070,"Shelburne Bay, Shelburne QLD 4874, Australia",-11.8269444,142.9786111,"Near Shelburne Bay, Queenland",1,OK,,,,
5071,"Forbes Islands, Shelburne QLD 4874, Australia",-12.2894676,143.4081551,"Near Forbes Island, Barrier Reef",1,OK,,,,
5072,"Cape, Hotham NT 0822, Australia",-12.0462989,131.2892906,Between Cape Hotham & Darwin (50 miles from Darwin),2,OK,,,,
5073,"Angourie NSW 2464, Australia",-29.479167,153.359444,"Angourie, near Yamba",1,OK,,,,
5074,"Brisbane River, Queensland, Australia",-26.8951068,152.318608,Brisbane River,1,OK,,,,
5075,"S Steyne, Manly NSW 2095, Australia",-33.7985672,151.2889614,"South Steyne, Manly",1,OK,,,,
5076,"West Beach SA 5024, Australia",-34.945278,138.50375,"West Beach, near Adelaide",1,OK,,,,
5077,"Main Beach QLD 4217, Australia",-27.963,153.426,"Main Beach, Southport",1,OK,,,,
5078,"North Bondi NSW 2026, Australia",-33.8879,151.2808,North Bondi,1,OK,,,,
5079,"Port Phillip Bay, Victoria, Australia, Port Melbourne VIC 3207, Australia",-37.8449759,144.9399484,"Port Phillip Bay, Port Melbourne",1,OK,,,,
5080,"Lorne VIC 3232, Australia",-38.5366556,143.9715484,150 yards from the pier at Lorne,1,OK,,,,
5081,"2 River Ave, Innisfail QLD 4860, Australia",-17.533165,146.029245,Barrier Reef near Innisfail,1,OK,,,,
5082,"Browns Inlet, Marine Corps Base Camp Lejeune, NC, USA",34.5954414,-77.230787,"Brown’s Inlet on New River, Onslow Beach",2,OK,,,,
5083,"3825 Lake Austin Blvd, Austin, TX 78703, USA",30.2946928,-97.7844186,Hula,1,OK,,,,
5084,"Flat Top Island, Queensland 4805, Australia",-21.1624279,149.2456083,"At Flat Top, near Mackay",1,OK,,,,
5085,"Atherfield, Ventnor PO38 2LN, UK",50.609553,-1.3559159,Atherfield,1,OK,,,,
5086,"Warrior Reefs, Queensland 4805, Australia",-9.5833333,143.1666667,"Near Warrior Reefs, Queensland",1,OK,,,,
5087,"Santa Barbara Channel, United States",34.241944,-119.89,Santa Barbara Channel,1,OK,,,,
5088,"Santa Barbara Channel, United States",34.241944,-119.89,Santa Barbara Channel,1,OK,,,,
5089,"Culebra, Puerto Rico",18.3081082,-65.3037739,off Culebra,2,OK,,,,
5090,"51000, Sušak, Croatia",45.323056,14.4688891,"Susak / Fiume (Rijeka, Istria)",2,OK,,,,
5091,,,,50 miles offshore,0,ZERO_RESULTS,,,,
5092,"San Cristobal, Solomon Islands",-10.5737447,161.8096941,Makira Island,1,OK,,,,
5093,"Port Broughton SA 5522, Australia",-33.583333,137.935556,Off Port Broughton,1,OK,,,,
5094,"Dobu Island, Papua New Guinea",-9.7538814,150.8667511,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",2,OK,,,,
5095,"North Pier, Harbour, Durban, South Africa",-29.8678581,31.0563499,"North Pier, Durban",1,OK,,,,
5096,"Shirvan Rd, Black Rock, Trinidad and Tobago",11.1999681,-60.79096509999999,On edge of reef near Warrior Island,1,OK,,,,
5097,"Coogee NSW 2034, Australia",-33.919,151.2555,Coogee,1,OK,,,,
5098,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5099,"Hermosa Beach, CA 90254, USA",33.8622366,-118.3995194,"Hermosa Beach, Los Angeles County",1,OK,,,,
5100,"Mackay QLD 4740, Australia",-21.1424956,149.1821469,Barrier Reef off Mackay,1,OK,,,,
5101,"North Pier, Harbour, Durban, South Africa",-29.8678581,31.0563499,"North Pier, Durban",1,OK,,,,
5102,"Lizard Island National Park, Lizard Island QLD 4871, Australia",-14.6645455,145.4651448,Three Mile Reef off Lizard Island 50 miles north of Cooktown,1,OK,,,,
5103,"Pimpama River, Queensland, Australia",-27.8203377,153.3849002,Pimpana River,1,OK,,,,
5104,"Newcastle upon Tyne, UK",54.978252,-1.61778,Newcastle,1,OK,,,,
5105,"Maroubra NSW 2035, Australia",-33.9495,151.2437,Maroubra Beach,1,OK,,,,
5106,"Narrabeen Beach, New South Wales, Australia",-33.7095423,151.3033826,North Narrabeen Beach,1,OK,,,,
5107,"Austinmer NSW 2515, Australia",-34.306311,150.93451,Austinmer,1,OK,,,,
5108,"Ben Buckler, North Bondi NSW 2026, Australia",-33.8898004,151.2831104,"Off Ben Buckler, near Sydney",1,OK,,,,
5109,"Ross River, Queensland, Australia",-19.4006854,146.7329811,"Ross River, Townsville",1,OK,,,,
5110,,,,Sidny Ali,0,ZERO_RESULTS,,,,
5111,"Seaforth QLD 4741, Australia",-20.93056,148.9647393,"Seaforth River, near MacKay",1,OK,,,,
5112,"Georges Branch, Kentucky, USA",37.4184596,-83.3815825,George’s River at Kentucky,1,OK,,,,
5113,"Georges River, New South Wales, Australia",-34.0494645,150.8953368," St. George’s River at Moorebank, near Milperra Bridge",1,OK,,,,
5114,"Woy Woy NSW 2256, Australia",-33.49,151.32,Woy Woy  on the Brisbane Waters,1,OK,,,,
5115,"Woy Woy NSW 2256, Australia",-33.49,151.32,Woy Woy on the Brisbane Waters,1,OK,,,,
5116,"Cobourg Peninsula, Cobourg NT 0822, Australia",-11.3666667,132.3,"Redcliff, Cobourg Peninsula",1,OK,,,,
5117,"Hamilton Parish, Bermuda",32.3449432,-64.72365,Hamilton Parish,1,OK,,,,
5118,,,,Warrior Reefs,0,ZERO_RESULTS,,,,
5119,"Nine Mile Falls, WA 99026, USA",47.7795103,-117.5515185,Nine miles off Frasconi Flats,1,OK,,,,
5120,"Catania, Province of Catania, Italy",37.5078772,15.0830304,Catania,1,OK,,,,
5121,"Kraljevica, Croatia",45.2746567,14.571723,Kralievica,1,OK,,,,
5122,"Eva Island, Hinchinbrook QLD 4849, Australia",-18.235612,146.3256112,Off Eva Island 20 miles from Cardwell,1,OK,,,,
5123,Istria,45.2745018,13.8901858,"Susak (Rijeka, Istria)",1,OK,,,,
5124,"Thunderbolt, GA, USA",32.0335445,-81.04983419999999,"Thunderbolt, Chatham County",1,OK,,,,
5125,"Cronulla NSW 2230, Australia",-34.05744,151.15219,Cronulla,1,OK,,,,
5126,"Mooloolaba QLD 4557, Australia",-26.682,153.118,Off Mooloolabah,1,OK,,,,
5127,"Melbourne, FL, USA",28.0836269,-80.60810889999999,"Melbourne, Brevard County",1,OK,,,,
5128,"Elephant Rock, ⛉ Pacific Parade, Currumbin QLD 4223, Australia",-28.1324162,153.4905359,"Elephant Rock, Currumbin near Southport",2,OK,,,,
5129,"Winklespruit, Kingsburgh, 4126, South Africa",-30.1046546,30.8527655,"Granny’s Pool, Winkelspruit",1,OK,,,,
5130,"Winklespruit, Kingsburgh, 4126, South Africa",-30.1046546,30.8527655,"Danger Pool, Winkelspruit",1,OK,,,,
5131,"N Steyne, Manly NSW 2095, Australia",-33.7915584,151.2869868,North Steyne,1,OK,,,,
5132,"Queenscliff NSW 2096, Australia",-33.7825,151.284722,"Dee Why, north of Queenscliff ",1,OK,,,,
5133,"Cronulla NSW 2230, Australia",-34.05744,151.15219,Cronulla,1,OK,,,,
5134,,,,Adolphus Channel,0,ZERO_RESULTS,,,,
5135,"Coquimbo, Chile",-29.9590009,-71.3389183,Coquimbo,1,OK,,,,
5136,"Haydarpaşa, Rasimpaşa, 34716 Kadıköy/İstanbul, Turkey",41.0001037,29.0235388,"Haydarpasa jetty, Istanbul",1,OK,,,,
5137,,,,"Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)",0,ZERO_RESULTS,,,,
5138,"Queenscliff VIC 3225, Australia",-38.2677746,144.6286897,Queenscliff,1,OK,,,,
5139,,,,Near Boydong Cay,0,ZERO_RESULTS,,,,
5140,"Point Barrow, Alaska, USA",71.3875,-156.4811111,Near Barrow Point,1,OK,,,,
5141,"1965, 311 S Telegraph Rd # 5, Pontiac, MI 48341, USA",42.626334,-83.3239815,Off Bloomfield River,1,OK,,,,
5142,,,,Nabi Rubin,0,ZERO_RESULTS,,,,
5143,"Hermosa Beach, CA 90254, USA",33.8622366,-118.3995194,"Hermosa Beach, Los Angeles County",1,OK,,,,
5144,"2668 Industrial Ave, North Charleston, SC 29405, USA",32.85168900000001,-80.0047135,"Pawley’s Island, north of Charleston",1,OK,,,,
5145,"Mystic River, Massachusetts, USA",42.4034095,-71.0954083,Mystic River,1,OK,,,,
5146,"San Diego, CA, USA",32.715738,-117.1610838,"San Diego, San Diego County",1,OK,,,,
5147,"Broome County, NY, USA",42.1791865,-75.8533954,Broome,3,OK,,,,
5148,"Morris Island, South Carolina 29412, USA",32.7124021,-79.8940806,North end of Morris Island at mouth of Charleston Harbor,2,OK,,,,
5149,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Island, near Charleston",1,OK,,,,
5150,"5184 E Industrial Rd Suite B, Coffeyville, KS 67337, USA",37.0929586,-95.5828336,Darwin,10,OK,,,,
5151,"Pelican Island National Wildlife Refuge Kiosk, 4055 Wildlife Way, Vero Beach, FL 32963, USA",27.8109132,-80.4253971,Off Pelican Island,1,OK,,,,
5152,"North Stradbroke Island, Queensland 4183, Australia",-27.5323174,153.4626077,Off Stradbroke Island,1,OK,,,,
5153,"Currumbin QLD 4223, Australia",-28.136,153.483,Currumbin,1,OK,,,,
5154,"Playa de Jaimanitas, Havana, Cuba",23.0927778,-82.4858333,"Off Jaimanitas Yacht Club, Havana",1,OK,,,,
5155,"Miami Beach, FL, USA",25.790654,-80.1300455,"Miami Beach, Miami-Dade County",1,OK,,,,
5156,"Sydney NSW, Australia",-33.8688197,151.2092955,Sydney,1,OK,,,,
5157,"Cooktown QLD 4895, Australia",-15.4758164,145.2470981,"Barrow Point, 100 miles north of Cooktown, Queensland",1,OK,,,,
5158,"Adelaide SA, Australia",-34.9284989,138.6007456,Adelaide,1,OK,,,,
5159,"Port Adelaide River, South Australia, Australia",-34.7617799,138.51011,"Port River, Adelaide",1,OK,,,,
5160,"41 Howitt St, North Ward QLD 4810, Australia",-19.2392909,146.8054389,"Strand Beach, Kissing Point, Townsville",2,OK,,,,
5161,"Arnhem Land, NT 0822, Australia",-12.621904,134.9253721,Arnhem Land,1,OK,,,,
5162,"Mahurangi River, Auckland, New Zealand",-36.4017603,174.6739363,Mahurangi River Mouth,1,OK,,,,
5163,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5164,"Redhead Beach, New South Wales, Australia",-33.0204805,151.7091512,"Redhead Beach, Newcastle",1,OK,,,,
5165,"São Vicente, Cape Verde",16.8280067,-24.9754175,São Vicente ,1,OK,,,,
5166,"Navua, Fiji",-18.2231656,178.1730427,Navua,1,OK,,,,
5167,"Bondi Beach, NSW 2026, Australia",-33.8914755,151.2766845,Bondi,1,OK,,,,
5168,"Newcastle upon Tyne, UK",54.978252,-1.61778,Newcastle,1,OK,,,,
5169,"Mantoloking, NJ 08738, USA",40.0392835,-74.0498585,"Offshore, between Mantoloking & Point Pleasant, Ocean County",1,OK,,,,
5170,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5171,"Nassau, The Bahamas",25.0443312,-77.3503609,"Nassau, New Providence Island",1,OK,,,,
5172,"Galveston, TX, USA",29.3013479,-94.7976958,Galveston,1,OK,,,,
5173,"Digby Gut, Annapolis, Subd. A, NS, Canada",44.6775076,-65.75999809999999,16 km west of Digby Gut,1,OK,,,,
5174,"Sea Isle City, NJ 08243, USA",39.1534477,-74.6929387,"10 miles offshore from Sea Isle City, Cape May County",1,OK,,,,
5175,"Ocean City, NJ, USA",39.2776156,-74.5746001,"Off Ocean City, Cape May County",1,OK,,,,
5176,"Nabukeru, Fiji",-16.8417557,177.466898,Nabukeru ,1,OK,,,,
5177,"Warrior Reefs, Queensland 4805, Australia",-9.5833333,143.1666667,Near Warrior Reefs,1,OK,,,,
5178,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Thursday Island,1,OK,,,,
5179,"Fort Mill, SC, USA",35.0073697,-80.94507589999999,Fort Mills,1,OK,,,,
5180,"Fort Mill, SC, USA",35.0073697,-80.94507589999999,Fort Mills,1,OK,,,,
5181,"71 Ala Moana St, Lahaina, HI 96761, USA",20.8857838,-156.6881848,"1 mile off Mala Wharf, Lahaina, Maui",2,OK,,,,
5182,"Calliope River, Queensland, Australia",-23.9815319,151.0075239,Calliope River,1,OK,,,,
5183,"Fort Mill, SC, USA",35.0073697,-80.94507589999999,Fort Mills,1,OK,,,,
5184,"Ipswich, UK",52.056736,1.14822,Ipswich,1,OK,,,,
5185,"Frankston VIC 3199, Australia",-38.1466246,145.135722,Frankston,3,OK,,,,
5186,"Bartlesville, OK 74006, USA",36.7262059,-95.9667066,Descano Point,2,OK,,,,
5187,"Oriole Rd, Port Alfred, 6170, South Africa",-33.6028272,26.896431,"Kowie River Mouth, Port Alfred",2,OK,,,,
5188,"2 River Ave, Innisfail QLD 4860, Australia",-17.533165,146.029245,Barrier Reef near Innisfail,1,OK,,,,
5189,"30 Prospect St, Kingston, MA 02364, USA",41.9825351,-70.7101792,"East Beach, Kingsston",1,OK,,,,
5190,"Municipal Beach, Palm Beach, FL 33480, USA",26.6995753,-80.0330578,"Municipal Beach, West Palm Beach, Palm Beach County",1,OK,,,,
5191,"Municipal Beach, Palm Beach, FL 33480, USA",26.6995753,-80.0330578,"Municipal Beach, West Palm Beach, Palm Beach County",1,OK,,,,
5192,"Waialae - Kahala, Honolulu, HI, USA",21.2697044,-157.7864379,"Kahala, O'ahu",1,OK,,,,
